2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---27.png,615,927,681,959,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---27.png,959,917,998,943,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---27.png,632,899,668,932,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---27.png,514,937,581,968,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,152,671,192,697,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,83,899,115,933,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,48,918,78,942,Unknown
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,871,681,911,712,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,129,951,165,970,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,160,934,200,962,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,294,851,338,911,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,279,828,319,868,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,292,791,327,823,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,356,773,401,795,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,368,732,409,761,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,470,953,504,991,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,395,755,430,784,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,421,759,453,799,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,707,881,758,936,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,681,900,714,938,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,424,879,457,902,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,458,802,507,835,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,439,669,467,737,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,614,845,652,874,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,841,951,874,980,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,594,762,634,789,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,585,821,633,846,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,511,783,551,809,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,477,740,499,781,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,470,686,495,741,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,531,703,584,745,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,506,728,543,760,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,555,760,575,792,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---28.png,537,742,562,767,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,85,870,124,901,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,95,769,146,804,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,375,679,409,725,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,417,856,458,894,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,231,815,256,848,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,100,845,135,876,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,713,920,776,971,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---29.png,358,981,398,998,Unknown
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,850,241,871,281,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,822,273,856,296,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,783,343,823,372,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,704,335,732,366,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,684,400,722,425,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,642,542,674,574,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,924,654,973,695,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,977,544,996,586,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,614,957,648,990,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,543,960,587,988,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---43.png,594,770,624,817,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,95,137,128,166,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,97,99,134,153,Unknown
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,315,54,355,77,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,453,73,485,118,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,404,101,445,147,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,318,266,344,304,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,305,301,356,325,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,139,430,183,474,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,96,476,123,520,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,50,540,106,597,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,340,369,380,399,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,6,658,54,692,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,735,103,779,137,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,632,220,665,265,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,837,214,881,259,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,814,108,848,164,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,783,347,823,387,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,803,333,852,366,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,845,527,889,567,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,613,4,683,42,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,510,12,592,54,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,151,105,229,143,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,436,679,503,738,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,115,745,163,779,Pup
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,290,691,331,767,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,660,863,719,919,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,530,826,589,883,Adult
2015_02_02_hay_island_flight03_s110rgb_jpeg_mosaic_group1---44.png,430,821,491,871,Adult
